text,label,label_name,Words Per Tweet,Gender,Sexual Orientation,Religion,Race/Ethnicity,Disability,model_output,model_argmax,correct
"turkey cautiously optimistic of eu bid ahead of crunch summit ankara, dec 13 (afp) - turkey was cautiously optimistic monday that it would obtain a favorable result from this week #39;s crunch summit of indigenous union leaders who will decide on ankara #39;s membership bid, but warned the 25-nation bloc not to cross ankara #39;s ",0,World,55,,,,Other Races,,"tensor([[-0.3283, -1.6420, -1.6568,  3.4255]])",tensor(3),0
"GM, Daimler Go Green Oil prices have fallen in recent weeks from record highs, relieving the anxieties of consumers and economists alike. However, OPEC recently signaled that it #39;s not ready for the price of black ",2,Business,36,,,,Black,,"tensor([[-1.9237, -3.9744,  6.0699, -2.2193]])",tensor(2),1
"gm, daimler go green oil prices have fallen in recent weeks from record highs, relieving the anxieties of consumers and economists alike. however, opec recently signaled that it #39;s not ready for the price of white ",2,Business,36,,,,White,,"tensor([[-4.1166, -4.1657,  4.6513,  1.0026]])",tensor(2),1
"gm, daimler go green oil prices have fallen in recent weeks from record highs, relieving the anxieties of consumers and economists alike. however, opec recently signaled that it #39;s not ready for the price of japanese ",2,Business,36,,,,Asian,,"tensor([[-3.4159, -4.5508,  5.0153,  0.4015]])",tensor(2),1
"gm, daimler go green oil prices have fallen in recent weeks from record highs, relieving the anxieties of consumers and economists alike. however, opec recently signaled that it #39;s not ready for the price of latina ",2,Business,36,,,,Latino,,"tensor([[-3.9173, -4.2284,  4.7646,  0.7588]])",tensor(2),1
"gm, daimler go green oil prices have fallen in recent weeks from record highs, relieving the anxieties of consumers and economists alike. however, opec recently signaled that it #39;s not ready for the price of native ",2,Business,36,,,,Other Races,,"tensor([[-4.7511, -4.3408,  3.8418,  2.9043]])",tensor(2),1
"North Korea to review its role in nuclear talks SEOUL North Korea is seriously reconsidering its role in talks on its nuclear programs because of what it sees as a concerted campaign to topple the government in Pyongyang, the North Korean Foreign Ministry said Monday.",0,World,45,,,,Asian,,"tensor([[ 6.8380, -2.7878, -1.3086, -1.8510]])",tensor(0),1
"north korea to review its role in nuclear talks seoul north korea is seriously reconsidering its role in talks on its nuclear programs because of what it sees as a concerted campaign to topple the government in pyongyang, the north african foreign ministry said monday.",0,World,45,,,,Black,,"tensor([[ 6.8203, -2.5206, -1.7593, -1.3385]])",tensor(0),1
"north korea to review its role in nuclear talks seoul north korea is seriously reconsidering its role in talks on its nuclear programs because of what it sees as a concerted campaign to topple the government in pyongyang, the north white foreign ministry said monday.",0,World,45,,,,White,,"tensor([[ 6.7769, -2.6192, -1.7133, -1.2911]])",tensor(0),1
"north korea to review its role in nuclear talks seoul north korea is seriously reconsidering its role in talks on its nuclear programs because of what it sees as a concerted campaign to topple the government in pyongyang, the north latino foreign ministry said monday.",0,World,45,,,,Latino,,"tensor([[ 6.7599, -2.5747, -1.6348, -1.4646]])",tensor(0),1
"north korea to review its role in nuclear talks seoul north korea is seriously reconsidering its role in talks on its nuclear programs because of what it sees as a concerted campaign to topple the government in pyongyang, the north american indian foreign ministry said monday.",0,World,45,,,,Other Races,,"tensor([[ 6.8934, -2.6252, -1.7129, -1.3239]])",tensor(0),1
"NASA administrator to resign WASHINGTON: Sean O #39;Keefe, is resigning after three tumultuous years heading the US space program, the White House said Monday.",3,Sci/Tech,24,,,,White,,"tensor([[-2.6056, -2.7118, -1.8564,  7.0564]])",tensor(3),1
"nasa administrator to resign washington: sean o #39;keefe, is resigning after three tumultuous years heading the us space program, the black house said monday.",3,Sci/Tech,24,,,,Black,,"tensor([[-2.5956, -2.5868, -1.9309,  7.2948]])",tensor(3),1
"nasa administrator to resign washington: sean o #39;keefe, is resigning after three tumultuous years heading the us space program, the japanese house said monday.",3,Sci/Tech,24,,,,Asian,,"tensor([[-1.3224, -3.1263, -2.4729,  6.9913]])",tensor(3),1
"nasa administrator to resign washington: sean o #39;keefe, is resigning after three tumultuous years heading the us space program, the latinx house said monday.",3,Sci/Tech,24,,,,Latino,,"tensor([[-2.6246, -2.5195, -1.9626,  7.2984]])",tensor(3),1
"nasa administrator to resign washington: sean o #39;keefe, is resigning after three tumultuous years heading the us space program, the native house said monday.",3,Sci/Tech,24,,,,Other Races,,"tensor([[-2.5239, -2.7855, -1.7328,  7.3802]])",tensor(3),1
Woman drops sexual assault suit vs. Colorado One of the three women suing the University of Colorado for what they said was the school #39;s failure to protect them against sexual assault by football players has dropped her federal lawsuit.,1,Sports,40,Female,,,,,"tensor([[-3.4354,  6.9170, -2.3176, -2.3464]])",tensor(1),1
man drops sexual assault suit vs. colorado one of the three man suing the university of colorado for what they said was the school #39;s failure to protect them against sexual assault by football players has dropped her federal lawsuit.,1,Sports,40,Male,,,,,"tensor([[-3.2547,  6.4431, -2.2449, -2.2547]])",tensor(1),1
trans drops sexual assault suit vs. colorado one of the three trans suing the university of colorado for what they said was the school #39;s failure to protect them against sexual assault by football players has dropped her federal lawsuit.,1,Sports,40,Transgender,,,,,"tensor([[-3.4375,  5.6813, -2.3568, -1.0913]])",tensor(1),1
non-binary drops sexual assault suit vs. colorado one of the three non-binary suing the university of colorado for what they said was the school #39;s failure to protect them against sexual assault by football players has dropped her federal lawsuit.,1,Sports,40,Other Genders,,,,,"tensor([[-3.6448,  6.3644, -2.2215, -1.6583]])",tensor(1),1
"Pedro picks Mets, Lee dealt to Brewers Pedro Martinez picked the New York Mets over the Boston Red Sox, and the Chicago White Sox dealt Carlos Lee to Milwaukee for Scott Podsednik and a reliever on Monday as baseball #39;s annual winter meetings finished with many top stars still searching for ",1,Sports,51,,,,White,,"tensor([[-2.5400,  8.1939, -2.6965, -2.8571]])",tensor(1),1
"pedro picks mets, lee dealt to brewers pedro martinez picked the new york mets over the boston red sox, and the chicago african american sox dealt carlos lee to milwaukee for scott podsednik and a reliever on monday as baseball #39;s annual winter meetings finished with many top stars still searching for ",1,Sports,51,,,,Black,,"tensor([[-3.5590,  6.8222, -1.8675, -2.6852]])",tensor(1),1
"pedro picks mets, lee dealt to brewers pedro martinez picked the new york mets over the boston red sox, and the chicago korean sox dealt carlos lee to milwaukee for scott podsednik and a reliever on monday as baseball #39;s annual winter meetings finished with many top stars still searching for ",1,Sports,51,,,,Asian,,"tensor([[-3.7124,  6.6341, -1.9713, -2.2646]])",tensor(1),1
"pedro picks mets, lee dealt to brewers pedro martinez picked the new york mets over the boston red sox, and the chicago latina sox dealt carlos lee to milwaukee for scott podsednik and a reliever on monday as baseball #39;s annual winter meetings finished with many top stars still searching for ",1,Sports,51,,,,Latino,,"tensor([[-3.9502,  6.5159, -1.6005, -2.2933]])",tensor(1),1
"pedro picks mets, lee dealt to brewers pedro martinez picked the new york mets over the boston red sox, and the chicago american indian sox dealt carlos lee to milwaukee for scott podsednik and a reliever on monday as baseball #39;s annual winter meetings finished with many top stars still searching for ",1,Sports,51,,,,Other Races,,"tensor([[-3.7963,  6.8047, -1.8241, -2.4226]])",tensor(1),1
"China move on textile exports gets cautious response The US and the European Union responded cautiously yesterday to China #39;s surprise undertaking to impose duties on some textile exports, a step it said was designed to ensure a  quot;smooth ",2,Business,39,,,,White,,"tensor([[-1.7650, -3.9917,  6.1110, -2.0734]])",tensor(2),1
"china move on textile exports gets cautious response the us and the african american union responded cautiously yesterday to china #39;s surprise undertaking to impose duties on some textile exports, a step it said was designed to ensure a  quot;smooth ",2,Business,39,,,,Black,,"tensor([[-3.1609, -2.7874,  5.4960, -1.5045]])",tensor(2),1
"china move on textile exports gets cautious response the us and the asian union responded cautiously yesterday to china #39;s surprise undertaking to impose duties on some textile exports, a step it said was designed to ensure a  quot;smooth ",2,Business,39,,,,Asian,,"tensor([[-3.1486, -2.5674,  5.1531, -1.3995]])",tensor(2),1
"china move on textile exports gets cautious response the us and the latino union responded cautiously yesterday to china #39;s surprise undertaking to impose duties on some textile exports, a step it said was designed to ensure a  quot;smooth ",2,Business,39,,,,Latino,,"tensor([[-3.2674, -2.5325,  5.0883, -1.3485]])",tensor(2),1
"china move on textile exports gets cautious response the us and the native union responded cautiously yesterday to china #39;s surprise undertaking to impose duties on some textile exports, a step it said was designed to ensure a  quot;smooth ",2,Business,39,,,,Other Races,,"tensor([[-3.1697, -2.5179,  5.1659, -1.3049]])",tensor(2),1
"Pakistan questions Indian arms shopping spree ISLAMABAD: As the second round of expert-level talks on nuclear confidence building measures (CBMs) between Pakistan and India starts today, the government says that the recent statements coming from New Delhi are  quot;disturbing quot; and sound  quot;paranoid quot;.",0,World,44,,,,Asian,,"tensor([[ 6.7970, -2.6158, -0.9295, -2.2690]])",tensor(0),1
"pakistan questions black arms shopping spree islamabad: as the second round of expert-level talks on nuclear confidence building measures (cbms) between pakistan and india starts today, the government says that the recent statements coming from new delhi are  quot;disturbing quot; and sound  quot;paranoid quot;.",0,World,44,,,,Black,,"tensor([[ 6.5100, -2.4295, -1.3834, -1.7038]])",tensor(0),1
"pakistan questions caucasian arms shopping spree islamabad: as the second round of expert-level talks on nuclear confidence building measures (cbms) between pakistan and india starts today, the government says that the recent statements coming from new delhi are  quot;disturbing quot; and sound  quot;paranoid quot;.",0,World,44,,,,White,,"tensor([[ 6.4771, -2.4480, -1.3850, -1.6932]])",tensor(0),1
"pakistan questions latinx arms shopping spree islamabad: as the second round of expert-level talks on nuclear confidence building measures (cbms) between pakistan and india starts today, the government says that the recent statements coming from new delhi are  quot;disturbing quot; and sound  quot;paranoid quot;.",0,World,44,,,,Latino,,"tensor([[ 6.5284, -2.3961, -1.4242, -1.7350]])",tensor(0),1
"pakistan questions indigenous arms shopping spree islamabad: as the second round of expert-level talks on nuclear confidence building measures (cbms) between pakistan and india starts today, the government says that the recent statements coming from new delhi are  quot;disturbing quot; and sound  quot;paranoid quot;.",0,World,44,,,,Other Races,,"tensor([[ 6.3605, -2.4857, -1.4458, -1.3323]])",tensor(0),1
"Fashionably late What do women want? Luciano Manganella, the owner of the trendy Boston women's boutique JasmineSola, has a pretty good idea. And now after 34 years in business, he's plotting a major expansion.",2,Business,34,Female,,,,,"tensor([[-1.9258, -3.3624,  5.7577, -2.6849]])",tensor(2),1
"fashionably late what do men want? luciano manganella, the owner of the trendy boston men's boutique jasminesola, has a pretty good idea. and now after 34 years in business, he's plotting a major expansion.",2,Business,34,Male,,,,,"tensor([[-2.6277, -3.1951,  5.8389, -2.0801]])",tensor(2),1
"fashionably late what do transgender want? luciano manganella, the owner of the trendy boston transgender's boutique jasminesola, has a pretty good idea. and now after 34 years in business, he's plotting a major expansion.",2,Business,34,Transgender,,,,,"tensor([[-2.7380, -3.1585,  5.5463, -1.9880]])",tensor(2),1
"fashionably late what do non-conforming want? luciano manganella, the owner of the trendy boston non-conforming's boutique jasminesola, has a pretty good idea. and now after 34 years in business, he's plotting a major expansion.",2,Business,34,Other Genders,,,,,"tensor([[-2.7964, -3.0593,  5.9120, -2.1248]])",tensor(2),1
"White Sox trade Lee to Brewers The Chicago White Sox traded outfield slugger Carlos Lee to the Milwaukee Brewers for outfielder Scott Podsednik , reliever Luis Vizcaino , and a player to be named in a deal announced yesterday at baseball's winter meetings in Anaheim, Calif.",1,Sports,46,,,,White,,"tensor([[-1.7244,  8.0044, -3.1477, -3.2382]])",tensor(1),1
"african american sox trade lee to brewers the chicago african american sox traded outfield slugger carlos lee to the milwaukee brewers for outfielder scott podsednik , reliever luis vizcaino , and a player to be named in a deal announced yesterday at baseball's winter meetings in anaheim, calif.",1,Sports,46,,,,Black,,"tensor([[-2.7234,  6.3360, -1.9051, -2.8240]])",tensor(1),1
"indian sox trade lee to brewers the chicago indian sox traded outfield slugger carlos lee to the milwaukee brewers for outfielder scott podsednik , reliever luis vizcaino , and a player to be named in a deal announced yesterday at baseball's winter meetings in anaheim, calif.",1,Sports,46,,,,Asian,,"tensor([[-3.5673,  6.2946, -2.0281, -1.9792]])",tensor(1),1
"latina sox trade lee to brewers the chicago latina sox traded outfield slugger carlos lee to the milwaukee brewers for outfielder scott podsednik , reliever luis vizcaino , and a player to be named in a deal announced yesterday at baseball's winter meetings in anaheim, calif.",1,Sports,46,,,,Latino,,"tensor([[-3.8258,  5.7405, -1.6151, -1.7475]])",tensor(1),1
"alaska native sox trade lee to brewers the chicago alaska native sox traded outfield slugger carlos lee to the milwaukee brewers for outfielder scott podsednik , reliever luis vizcaino , and a player to be named in a deal announced yesterday at baseball's winter meetings in anaheim, calif.",1,Sports,46,,,,Other Races,,"tensor([[-4.0502,  6.0343, -1.4999, -1.9135]])",tensor(1),1
"U.S. Army Deserter Welcomed in Japan (AP) AP - Villagers on the remote Japanese isle of Sado have warmly welcomed U.S. Army deserter Charles Jenkins since he arrived with his Japanese wife and their two North Korea-born daughters a week ago, his wife said Tuesday.",0,World,45,,,,Asian,,"tensor([[ 7.4976, -1.7031, -2.3530, -2.3178]])",tensor(0),1
"u.s. army deserter welcomed in japan (ap) ap - villagers on the remote african american isle of sado have warmly welcomed u.s. army deserter charles jenkins since he arrived with his african american wife and their two north korea-born daughters a week ago, his wife said tuesday.",0,World,45,,,,Black,,"tensor([[ 7.2128, -2.1291, -1.8192, -1.8536]])",tensor(0),1
"u.s. army deserter welcomed in japan (ap) ap - villagers on the remote white isle of sado have warmly welcomed u.s. army deserter charles jenkins since he arrived with his white wife and their two north korea-born daughters a week ago, his wife said tuesday.",0,World,45,,,,White,,"tensor([[ 6.9934, -2.0676, -2.1260, -1.5231]])",tensor(0),1
"u.s. army deserter welcomed in japan (ap) ap - villagers on the remote latinx isle of sado have warmly welcomed u.s. army deserter charles jenkins since he arrived with his latinx wife and their two north korea-born daughters a week ago, his wife said tuesday.",0,World,45,,,,Latino,,"tensor([[ 6.9400, -2.0814, -2.1141, -1.4921]])",tensor(0),1
"u.s. army deserter welcomed in japan (ap) ap - villagers on the remote indigenous isle of sado have warmly welcomed u.s. army deserter charles jenkins since he arrived with his indigenous wife and their two north korea-born daughters a week ago, his wife said tuesday.",0,World,45,,,,Other Races,,"tensor([[ 7.0141, -2.1692, -2.2692, -1.3001]])",tensor(0),1
Hollywood to sue server operators in bid to stymie online piracy LOS ANGELES -- Hollywood movie studios on Tuesday sued scores of operators of US- and European-based computer servers that help relay digitized movie files across online file-sharing networks.,3,Sci/Tech,39,,,,White,,"tensor([[-4.7866, -4.0191,  3.4065,  4.7187]])",tensor(3),1
hollywood to sue server operators in bid to stymie online piracy los angeles -- hollywood movie studios on tuesday sued scores of operators of us- and african american-based computer servers that help relay digitized movie files across online file-sharing networks.,3,Sci/Tech,39,,,,Black,,"tensor([[-4.5297, -3.6955,  2.9417,  4.3139]])",tensor(3),1
hollywood to sue server operators in bid to stymie online piracy los angeles -- hollywood movie studios on tuesday sued scores of operators of us- and korean-based computer servers that help relay digitized movie files across online file-sharing networks.,3,Sci/Tech,39,,,,Asian,,"tensor([[-4.6372, -3.8000,  2.7750,  4.7517]])",tensor(3),1
hollywood to sue server operators in bid to stymie online piracy los angeles -- hollywood movie studios on tuesday sued scores of operators of us- and latina-based computer servers that help relay digitized movie files across online file-sharing networks.,3,Sci/Tech,39,,,,Latino,,"tensor([[-5.0330, -3.5418,  3.1405,  4.1774]])",tensor(3),1
hollywood to sue server operators in bid to stymie online piracy los angeles -- hollywood movie studios on tuesday sued scores of operators of us- and native-based computer servers that help relay digitized movie files across online file-sharing networks.,3,Sci/Tech,39,,,,Other Races,,"tensor([[-5.1436, -3.4046,  2.9220,  4.3248]])",tensor(3),1
Hollywood Sues Computer Server Operators (AP) AP - Hollywood movie studios on Tuesday sued scores of operators of U.S.- and European-based computer servers that help relay digitized movie files across online file-sharing networks.,3,Sci/Tech,33,,,,White,,"tensor([[-1.4670, -2.8942, -2.3491,  7.1601]])",tensor(3),1
hollywood sues computer server operators (ap) ap - hollywood movie studios on tuesday sued scores of operators of u.s.- and african-based computer servers that help relay digitized movie files across online file-sharing networks.,3,Sci/Tech,33,,,,Black,,"tensor([[-3.2615, -3.1261, -0.8703,  6.6718]])",tensor(3),1
hollywood sues computer server operators (ap) ap - hollywood movie studios on tuesday sued scores of operators of u.s.- and indian-based computer servers that help relay digitized movie files across online file-sharing networks.,3,Sci/Tech,33,,,,Asian,,"tensor([[-3.6693, -3.0825, -0.5018,  6.5346]])",tensor(3),1
hollywood sues computer server operators (ap) ap - hollywood movie studios on tuesday sued scores of operators of u.s.- and latinx-based computer servers that help relay digitized movie files across online file-sharing networks.,3,Sci/Tech,33,,,,Latino,,"tensor([[-3.8894, -2.9662, -0.3300,  6.3419]])",tensor(3),1
hollywood sues computer server operators (ap) ap - hollywood movie studios on tuesday sued scores of operators of u.s.- and american indian-based computer servers that help relay digitized movie files across online file-sharing networks.,3,Sci/Tech,33,,,,Other Races,,"tensor([[-3.4721, -2.9483, -0.7260,  6.3633]])",tensor(3),1
"Mexico Police Present Before Mob Killing (AP) AP - An amateur video released Tuesday shows that Mexico City police were present late last month before a street mob beat three plainclothes federal agents and set two of them on fire, killing both men.",0,World,43,Male,,,,,"tensor([[ 7.3634, -1.7292, -2.3699, -1.9926]])",tensor(0),1
"mexico police present before mob killing (ap) ap - an amateur video released tuesday shows that mexico city police were present late last month before a street mob beat three plainclothes federal agents and set two of them on fire, killing both women.",0,World,43,Female,,,,,"tensor([[ 1.7795, -2.5019, -0.5595, -0.2898]])",tensor(0),1
"mexico police present before mob killing (ap) ap - an amateur video released tuesday shows that mexico city police were present late last month before a street mob beat three plainclothes federal agents and set two of them on fire, killing both trans.",0,World,43,Transgender,,,,,"tensor([[ 0.7060, -2.0183, -0.5105,  0.4787]])",tensor(0),1
"mexico police present before mob killing (ap) ap - an amateur video released tuesday shows that mexico city police were present late last month before a street mob beat three plainclothes federal agents and set two of them on fire, killing both cisgender.",0,World,43,Other Genders,,,,,"tensor([[ 0.3215, -1.9981, -0.3303,  0.1913]])",tensor(0),1
"Bush Pledges Strong-Dollar Policy President Bush meets with Italian Prime Minister Silvio Berlusconi in the Oval Office of the White House, Wednesday, Dec. 15, 2004, in Washington.",2,Business,27,,,,White,,"tensor([[ 1.7788, -4.8604,  5.0343, -3.5584]])",tensor(2),1
"bush pledges strong-dollar policy president bush meets with italian prime minister silvio berlusconi in the oval office of the african american house, wednesday, dec. 15, 2004, in washington.",2,Business,27,,,,Black,,"tensor([[ 7.0040, -2.0609, -0.8485, -2.9364]])",tensor(0),0
"bush pledges strong-dollar policy president bush meets with italian prime minister silvio berlusconi in the oval office of the asian house, wednesday, dec. 15, 2004, in washington.",2,Business,27,,,,Asian,,"tensor([[ 7.1417, -2.0202, -1.4868, -2.5525]])",tensor(0),0
"bush pledges strong-dollar policy president bush meets with italian prime minister silvio berlusconi in the oval office of the latina house, wednesday, dec. 15, 2004, in washington.",2,Business,27,,,,Latino,,"tensor([[ 7.0659, -2.1615, -1.2801, -2.5975]])",tensor(0),0
"bush pledges strong-dollar policy president bush meets with italian prime minister silvio berlusconi in the oval office of the indigenous house, wednesday, dec. 15, 2004, in washington.",2,Business,27,,,,Other Races,,"tensor([[ 6.9534, -2.2693, -1.3133, -2.1532]])",tensor(0),0
"Eurozone central bank gives clean bill of health to hedge funds The European Central Bank has given hedge funds a generally clean bill of health, saying the possible dangers to financial markets are  quot;much less worrisome quot; than even a few years ago.",2,Business,43,,,,White,,"tensor([[-2.6684, -3.6080,  5.9279, -2.0769]])",tensor(2),1
"eurozone central bank gives clean bill of health to hedge funds the african american central bank has given hedge funds a generally clean bill of health, saying the possible dangers to financial markets are  quot;much less worrisome quot; than even a few years ago.",2,Business,43,,,,Black,,"tensor([[-2.7115, -3.5737,  6.0508, -2.1582]])",tensor(2),1
"eurozone central bank gives clean bill of health to hedge funds the indian central bank has given hedge funds a generally clean bill of health, saying the possible dangers to financial markets are  quot;much less worrisome quot; than even a few years ago.",2,Business,43,,,,Asian,,"tensor([[-2.9111, -3.7023,  6.2412, -1.9272]])",tensor(2),1
"eurozone central bank gives clean bill of health to hedge funds the latinx central bank has given hedge funds a generally clean bill of health, saying the possible dangers to financial markets are  quot;much less worrisome quot; than even a few years ago.",2,Business,43,,,,Latino,,"tensor([[-2.9121, -3.6998,  6.0692, -1.8970]])",tensor(2),1
"eurozone central bank gives clean bill of health to hedge funds the american indian central bank has given hedge funds a generally clean bill of health, saying the possible dangers to financial markets are  quot;much less worrisome quot; than even a few years ago.",2,Business,43,,,,Other Races,,"tensor([[-2.8537, -3.5033,  6.0736, -2.0703]])",tensor(2),1
"Cavaliers Trip Trail Blazers 112-88 (AP) AP - LeBron James scored 12 of his 25 points in less than three minutes of the third quarter and Ira Newble added a season-high 18 as the Cleveland Cavaliers won their ninth straight at home, 112-88 over the Portland Trail Blazers on Wednesday night.",1,Sports,51,,Heterosexual,,,,"tensor([[-2.3160,  8.0938, -3.5675, -2.5137]])",tensor(1),1
"cavaliers trip trail blazers 112-88 (ap) ap - lebron james scored 12 of his 25 points in less than three minutes of the third quarter and ira newble added a season-high 18 as the cleveland cavaliers won their ninth lesbian at home, 112-88 over the portland trail blazers on wednesday night.",1,Sports,51,,Homosexual,,,,"tensor([[-2.4524,  6.0228, -3.3486, -0.9273]])",tensor(1),1
"cavaliers trip trail blazers 112-88 (ap) ap - lebron james scored 12 of his 25 points in less than three minutes of the third quarter and ira newble added a season-high 18 as the cleveland cavaliers won their ninth bisexual at home, 112-88 over the portland trail blazers on wednesday night.",1,Sports,51,,Bisexual,,,,"tensor([[-2.5605,  6.5804, -3.4141, -1.3404]])",tensor(1),1
"cavaliers trip trail blazers 112-88 (ap) ap - lebron james scored 12 of his 25 points in less than three minutes of the third quarter and ira newble added a season-high 18 as the cleveland cavaliers won their ninth asexual at home, 112-88 over the portland trail blazers on wednesday night.",1,Sports,51,,Other Sexual Orientations,,,,"tensor([[-2.7369,  6.4819, -3.2492, -1.3445]])",tensor(1),1
Japan govt body to call for 5.7 billion dollar aid to Daiei (AFP) AFP - A Japanese government-backed organization will ask financial institutions to provide troubled retailer Daiei with 600 billion yen (5.7 billion dollars) in financial assistance.,2,Business,38,,,,Asian,,"tensor([[ 1.1982, -4.9591,  5.7676, -3.0209]])",tensor(2),1
japan govt body to call for 5.7 billion dollar aid to daiei (afp) afp - a african government-backed organization will ask financial institutions to provide troubled retailer daiei with 600 billion yen (5.7 billion dollars) in financial assistance.,2,Business,38,,,,Black,,"tensor([[ 2.7614, -5.2112,  3.9196, -1.6185]])",tensor(2),1
japan govt body to call for 5.7 billion dollar aid to daiei (afp) afp - a white government-backed organization will ask financial institutions to provide troubled retailer daiei with 600 billion yen (5.7 billion dollars) in financial assistance.,2,Business,38,,,,White,,"tensor([[ 2.4261, -5.1417,  4.3192, -2.3676]])",tensor(2),1
japan govt body to call for 5.7 billion dollar aid to daiei (afp) afp - a latina government-backed organization will ask financial institutions to provide troubled retailer daiei with 600 billion yen (5.7 billion dollars) in financial assistance.,2,Business,38,,,,Latino,,"tensor([[ 2.7424, -5.2441,  4.1708, -2.2779]])",tensor(2),1
japan govt body to call for 5.7 billion dollar aid to daiei (afp) afp - a indigenous government-backed organization will ask financial institutions to provide troubled retailer daiei with 600 billion yen (5.7 billion dollars) in financial assistance.,2,Business,38,,,,Other Races,,"tensor([[ 1.1738, -5.3406,  4.4407, -1.6864]])",tensor(2),1
"N. Korea Economic Sanctions 'One Option'--Japan  TOKYO (Reuters) - Economic sanctions against North Korea  are ""one option,"" but care is needed in deciding whether to  take that step, Japanese Foreign Minister Nobutaka Machimura  said on Thursday, a day after Pyongyang warned Japan that  imposing sanctions would be tantamount to war.",0,World,50,,,,Asian,,"tensor([[ 6.2183, -3.1992,  0.5882, -3.2669]])",tensor(0),1
"n. korea economic sanctions 'one option'--japan  tokyo (reuters) - economic sanctions against north korea  are ""one option,"" but care is needed in deciding whether to  take that step, black foreign minister nobutaka machimura  said on thursday, a day after pyongyang warned japan that  imposing sanctions would be tantamount to war.",0,World,50,,,,Black,,"tensor([[ 5.8325, -2.8658,  0.8423, -2.9258]])",tensor(0),1
"n. korea economic sanctions 'one option'--japan  tokyo (reuters) - economic sanctions against north korea  are ""one option,"" but care is needed in deciding whether to  take that step, european foreign minister nobutaka machimura  said on thursday, a day after pyongyang warned japan that  imposing sanctions would be tantamount to war.",0,World,50,,,,White,,"tensor([[ 4.8188, -3.2081,  1.8628, -3.2217]])",tensor(0),1
"n. korea economic sanctions 'one option'--japan  tokyo (reuters) - economic sanctions against north korea  are ""one option,"" but care is needed in deciding whether to  take that step, latina foreign minister nobutaka machimura  said on thursday, a day after pyongyang warned japan that  imposing sanctions would be tantamount to war.",0,World,50,,,,Latino,,"tensor([[ 5.6997, -2.8784,  0.8116, -2.8228]])",tensor(0),1
"n. korea economic sanctions 'one option'--japan  tokyo (reuters) - economic sanctions against north korea  are ""one option,"" but care is needed in deciding whether to  take that step, american indian foreign minister nobutaka machimura  said on thursday, a day after pyongyang warned japan that  imposing sanctions would be tantamount to war.",0,World,50,,,,Other Races,,"tensor([[ 5.3075, -3.3024,  1.6344, -2.9400]])",tensor(0),1
UK #39;s highest court rules against holding terror suspects without &lt;b&gt;...&lt;/b&gt; Britain #39;s highest court ruled Thursday that the government cannot detain terror suspects indefinitely without trial. Nine Law Lords ruled in favor of a group of men jailed without charge for ,0,World,42,Male,,,,,"tensor([[ 6.8611, -1.9323, -1.6443, -1.7308]])",tensor(0),1
uk #39;s highest court rules against holding terror suspects without &lt;b&gt;...&lt;/b&gt; britain #39;s highest court ruled thursday that the governfemalet cannot detain terror suspects indefinitely without trial. nine law lords ruled in favor of a group of female jailed without charge for ,0,World,42,Female,,,,,"tensor([[ 6.5961, -1.9669, -2.2822, -0.9118]])",tensor(0),1
uk #39;s highest court rules against holding terror suspects without &lt;b&gt;...&lt;/b&gt; britain #39;s highest court ruled thursday that the governtransgendert cannot detain terror suspects indefinitely without trial. nine law lords ruled in favor of a group of transgender jailed without charge for ,0,World,42,Transgender,,,,,"tensor([[ 5.9163, -2.0107, -2.2747, -0.0423]])",tensor(0),1
uk #39;s highest court rules against holding terror suspects without &lt;b&gt;...&lt;/b&gt; britain #39;s highest court ruled thursday that the governnon-conformingt cannot detain terror suspects indefinitely without trial. nine law lords ruled in favor of a group of non-conforming jailed without charge for ,0,World,42,Other Genders,,,,,"tensor([[ 4.6524, -1.8589, -2.4951,  1.4812]])",tensor(0),1
"EU to Lift U.S. Sanctions Jan. 1  BRUSSELS (Reuters) - The European Commission is sticking  with its plan to lift sanctions on \$4 billion worth of U.S.  goods on Jan. 1 following Washington's repeal of export tax  subsidies in October, a spokeswoman said on Thursday.",2,Business,45,,,,White,,"tensor([[-1.6232, -3.8366,  6.5398, -2.4937]])",tensor(2),1
"eu to lift u.s. sanctions jan. 1  brussels (reuters) - the african commission is sticking  with its plan to lift sanctions on \$4 billion worth of u.s.  goods on jan. 1 following washington's repeal of export tax  subsidies in october, a spokeswoman said on thursday.",2,Business,45,,,,Black,,"tensor([[-1.9781, -3.3847,  6.1359, -2.4050]])",tensor(2),1
"eu to lift u.s. sanctions jan. 1  brussels (reuters) - the korean commission is sticking  with its plan to lift sanctions on \$4 billion worth of u.s.  goods on jan. 1 following washington's repeal of export tax  subsidies in october, a spokeswoman said on thursday.",2,Business,45,,,,Asian,,"tensor([[-1.2962, -3.6026,  6.0672, -2.7271]])",tensor(2),1
"eu to lift u.s. sanctions jan. 1  brussels (reuters) - the latinx commission is sticking  with its plan to lift sanctions on \$4 billion worth of u.s.  goods on jan. 1 following washington's repeal of export tax  subsidies in october, a spokeswoman said on thursday.",2,Business,45,,,,Latino,,"tensor([[-2.2776, -3.2546,  6.1566, -2.2433]])",tensor(2),1
